Gene_A	Gene_B
DEST_MOUSE	COTL1_MOUSE
DNAL4_MOUSE	COTL1_MOUSE
TWF1_MOUSE	COTL1_MOUSE
TWF2_MOUSE	COTL1_MOUSE
LOX5_MOUSE	COTL1_MOUSE
FMN2_MOUSE	COTL1_MOUSE
TBP_MOUSE	TAF1C_MOUSE
RRN3_MOUSE	TAF1C_MOUSE
LCK_MOUSE	P85B_MOUSE
SGCA_MOUSE	P85B_MOUSE
UFO_MOUSE	P85B_MOUSE
CORIN_MOUSE	P85B_MOUSE
KIT_MOUSE	P85B_MOUSE
PRVA_MOUSE	P85B_MOUSE
CSF1_MOUSE	P85B_MOUSE
ACE2_MOUSE	P85B_MOUSE
CRK_MOUSE	P85B_MOUSE
ERBB3_MOUSE	P85B_MOUSE
ABCA5_MOUSE	P85B_MOUSE
EGFR_MOUSE	P85B_MOUSE
PK3CG_MOUSE	P85B_MOUSE
CCG1_MOUSE	P85B_MOUSE
IRX4_MOUSE	P85B_MOUSE
LDB3_MOUSE	P85B_MOUSE
HYES_MOUSE	P85B_MOUSE
FBX32_MOUSE	P85B_MOUSE
HAS2_MOUSE	P85B_MOUSE
SRCA_MOUSE	P85B_MOUSE
LY6E_MOUSE	P85B_MOUSE
CXAR_MOUSE	P85B_MOUSE
ADIPO_MOUSE	P85B_MOUSE
WN10B_MOUSE	P85B_MOUSE
LCAP_MOUSE	P85B_MOUSE
CADH2_MOUSE	P85B_MOUSE
LYOX_MOUSE	P85B_MOUSE
FACE2_MOUSE	P85B_MOUSE
LYAG_MOUSE	P85B_MOUSE
CASP8_MOUSE	P85B_MOUSE
DESM_MOUSE	P85B_MOUSE
ADCYA_MOUSE	P85B_MOUSE
ENKUR_MOUSE	P85B_MOUSE
TNFL4_MOUSE	P85B_MOUSE
CAH3_MOUSE	P85B_MOUSE
PK3CA_MOUSE	P85B_MOUSE
EGF_MOUSE	P85B_MOUSE
MYOZ2_MOUSE	P85B_MOUSE
ADHX_MOUSE	P85B_MOUSE
FABPH_MOUSE	P85B_MOUSE
UBE4B_MOUSE	P85B_MOUSE
EPO_MOUSE	P85B_MOUSE
FOXP1_MOUSE	P85B_MOUSE
PLXD1_MOUSE	P85B_MOUSE
DMPK_MOUSE	P85B_MOUSE
CSRP3_MOUSE	P85B_MOUSE
NUCB2_MOUSE	P85B_MOUSE
ADML_MOUSE	P85B_MOUSE
GAS6_MOUSE	P85B_MOUSE
ADT1_MOUSE	P85B_MOUSE
BRD7_MOUSE	P85B_MOUSE
NKD1_MOUSE	P85B_MOUSE
GAB1_MOUSE	P85B_MOUSE
GOGA2_MOUSE	MBTP1_MOUSE
ATF6B_MOUSE	MBTP1_MOUSE
PCSK4_MOUSE	MBTP1_MOUSE
NEC1_MOUSE	MBTP1_MOUSE
NEC2_MOUSE	MBTP1_MOUSE
TPP1_MOUSE	MBTP1_MOUSE
S10A3_MOUSE	NECA2_MOUSE
CRLF1_MOUSE	NECA2_MOUSE
AA2AR_MOUSE	NECA2_MOUSE
CENPO_MOUSE	NECA2_MOUSE
CIDEB_MOUSE	NECA2_MOUSE
NECA3_MOUSE	NECA2_MOUSE
T22D3_MOUSE	NECA2_MOUSE
LCK_MOUSE	GILT_MOUSE
I12R1_MOUSE	GILT_MOUSE
TBX21_MOUSE	GILT_MOUSE
CD3G_MOUSE	GILT_MOUSE
IRF9_MOUSE	GILT_MOUSE
FCGRN_MOUSE	GILT_MOUSE
IL12B_MOUSE	GILT_MOUSE
EMR1_MOUSE	GILT_MOUSE
CCL24_MOUSE	GILT_MOUSE
RASL2_MOUSE	GILT_MOUSE
FCERA_MOUSE	GILT_MOUSE
FCER2_MOUSE	GILT_MOUSE
ADCY9_MOUSE	GILT_MOUSE
CD3H_MOUSE	GILT_MOUSE
TNF14_MOUSE	GILT_MOUSE
ITAE_MOUSE	GILT_MOUSE
SLAF1_MOUSE	GILT_MOUSE
CY24B_MOUSE	GILT_MOUSE
FCGR1_MOUSE	GILT_MOUSE
I12R2_MOUSE	GILT_MOUSE
IRF1_MOUSE	GILT_MOUSE
AOC3_MOUSE	GILT_MOUSE
LTC4S_MOUSE	GILT_MOUSE
IL13_MOUSE	GILT_MOUSE
HAVR2_MOUSE	GILT_MOUSE
CCL11_MOUSE	GILT_MOUSE
AOAH_MOUSE	GILT_MOUSE
CD180_MOUSE	GILT_MOUSE
PAR2_MOUSE	GILT_MOUSE
PSYR_MOUSE	GILT_MOUSE
CMA1_MOUSE	GILT_MOUSE
IL1AP_MOUSE	GILT_MOUSE
MEFV_MOUSE	GILT_MOUSE
POLH_MOUSE	GILT_MOUSE
E2AK2_MOUSE	GILT_MOUSE
CD20_MOUSE	GILT_MOUSE
FCERB_MOUSE	GILT_MOUSE
IRF7_MOUSE	GILT_MOUSE
LY96_MOUSE	GILT_MOUSE
CD28_MOUSE	GILT_MOUSE
I18RA_MOUSE	GILT_MOUSE
IL18R_MOUSE	GILT_MOUSE
GRAN_MOUSE	GILT_MOUSE
C1QR1_MOUSE	GILT_MOUSE
IL12A_MOUSE	GILT_MOUSE
AIMP1_MOUSE	GILT_MOUSE
SH22A_MOUSE	GILT_MOUSE
CD1D1_MOUSE	GILT_MOUSE
TNFL8_MOUSE	GILT_MOUSE
EPHB6_MOUSE	GILT_MOUSE
PGRP1_MOUSE	GILT_MOUSE
ASC_MOUSE	GILT_MOUSE
CD37_MOUSE	GILT_MOUSE
TLR3_MOUSE	GILT_MOUSE
CCD53_MOUSE	HSBP1_MOUSE
HSF1_MOUSE	HSBP1_MOUSE
DGKE_MOUSE	RAB3A_MOUSE
SAP3_MOUSE	RAB3A_MOUSE
SPG7_MOUSE	RAB3A_MOUSE
KCRB_MOUSE	RAB3A_MOUSE
PGCB_MOUSE	RAB3A_MOUSE
KAPCB_MOUSE	RAB3A_MOUSE
E2AK4_MOUSE	RAB3A_MOUSE
NDRG1_MOUSE	RAB3A_MOUSE
NID1_MOUSE	RAB3A_MOUSE
SYN2_MOUSE	RAB3A_MOUSE
RAB3D_MOUSE	RAB3A_MOUSE
4EBP2_MOUSE	RAB3A_MOUSE
EGFR_MOUSE	RAB3A_MOUSE
MK09_MOUSE	RAB3A_MOUSE
VDAC1_MOUSE	RAB3A_MOUSE
RPH3L_MOUSE	RAB3A_MOUSE
DLG4_MOUSE	RAB3A_MOUSE
RAB3C_MOUSE	RAB3A_MOUSE
LAT2_MOUSE	RAB3A_MOUSE
CTND2_MOUSE	RAB3A_MOUSE
PPR1A_MOUSE	RAB3A_MOUSE
SIL1_MOUSE	RAB3A_MOUSE
RB27B_MOUSE	RAB3A_MOUSE
MBD1_MOUSE	RAB3A_MOUSE
RIN1_MOUSE	RAB3A_MOUSE
JPH3_MOUSE	RAB3A_MOUSE
SIA8B_MOUSE	RAB3A_MOUSE
CHSTA_MOUSE	RAB3A_MOUSE
MELPH_MOUSE	RAB3A_MOUSE
ASTN1_MOUSE	RAB3A_MOUSE
ACHA4_MOUSE	RAB3A_MOUSE
KCAB1_MOUSE	RAB3A_MOUSE
OX1R_MOUSE	RAB3A_MOUSE
KKCC2_MOUSE	RAB3A_MOUSE
RP3A_MOUSE	RAB3A_MOUSE
LIMK1_MOUSE	RAB3A_MOUSE
CHL1_MOUSE	RAB3A_MOUSE
RAB6A_MOUSE	RAB3A_MOUSE
SYTL4_MOUSE	RAB3A_MOUSE
PAK3_MOUSE	RAB3A_MOUSE
GBRA3_MOUSE	RAB3A_MOUSE
AP3M2_MOUSE	RAB3A_MOUSE
CBLN1_MOUSE	RAB3A_MOUSE
ADIPO_MOUSE	CAD13_MOUSE
SNX9_MOUSE	MPH6_MOUSE
THOP1_MOUSE	MPH6_MOUSE
SPC1L_MOUSE	MPH6_MOUSE
SK2L2_MOUSE	MPH6_MOUSE
AATF_MOUSE	MPH6_MOUSE
PARN_MOUSE	MPH6_MOUSE
RS20_MOUSE	MPH6_MOUSE
TMOD1_MOUSE	MPH6_MOUSE
HNF4A_MOUSE	DHB2_MOUSE
TBL2_MOUSE	BCDO1_MOUSE
OSTF1_MOUSE	BCDO1_MOUSE
OTUB1_MOUSE	BCDO1_MOUSE
T23O_MOUSE	BCDO1_MOUSE
KCRM_MOUSE	BCDO1_MOUSE
TOP3A_MOUSE	LSM4_MOUSE
CP17A_MOUSE	LSM4_MOUSE
DNJA3_MOUSE	LSM4_MOUSE
CDC42_MOUSE	LSM4_MOUSE
LSM2_MOUSE	LSM4_MOUSE
MPRD_MOUSE	LSM4_MOUSE
4F2_MOUSE	LSM4_MOUSE
VA0D1_MOUSE	LSM4_MOUSE
WNT11_MOUSE	LSM4_MOUSE
KFA_MOUSE	LSM4_MOUSE
PROF1_MOUSE	LSM4_MOUSE
DYHC1_MOUSE	LSM4_MOUSE
MYPT1_MOUSE	LSM4_MOUSE
NMT1_MOUSE	LSM4_MOUSE
BARX1_MOUSE	LSM4_MOUSE
IPPK_MOUSE	LSM4_MOUSE
CLD1_MOUSE	LSM4_MOUSE
ARC_MOUSE	LSM4_MOUSE
ITSN1_MOUSE	LSM4_MOUSE
BAF_MOUSE	LSM4_MOUSE
CASP7_MOUSE	LSM4_MOUSE
FAS_MOUSE	LSM4_MOUSE
NMI_MOUSE	LSM4_MOUSE
SSRP1_MOUSE	LSM4_MOUSE
RSMB_MOUSE	LSM4_MOUSE
RBM39_MOUSE	LSM4_MOUSE
ECT2_MOUSE	LSM4_MOUSE
GLCNE_MOUSE	LSM4_MOUSE
PEX14_MOUSE	LSM4_MOUSE
CENPC_MOUSE	LSM4_MOUSE
MED21_MOUSE	LSM4_MOUSE
CUL4A_MOUSE	LSM4_MOUSE
ERI1_MOUSE	LSM4_MOUSE
LSM6_MOUSE	LSM4_MOUSE
CD97_MOUSE	COMP_MOUSE
BCAM_MOUSE	COMP_MOUSE
GRM3_MOUSE	COMP_MOUSE
TEP1_MOUSE	COMP_MOUSE
MTMR1_MOUSE	COMP_MOUSE
AL3A1_MOUSE	COMP_MOUSE
MRC2_MOUSE	COMP_MOUSE
ASPP1_MOUSE	COMP_MOUSE
TSP4_MOUSE	COMP_MOUSE
NID2_MOUSE	COMP_MOUSE
GL8D1_MOUSE	COMP_MOUSE
CO2A1_MOUSE	COMP_MOUSE
E41L3_MOUSE	COMP_MOUSE
CD5_MOUSE	COMP_MOUSE
MINP1_MOUSE	COMP_MOUSE
TDT_MOUSE	COMP_MOUSE
PASK_MOUSE	COMP_MOUSE
PKP4_MOUSE	COMP_MOUSE
TSP3_MOUSE	COMP_MOUSE
ECM1_MOUSE	COMP_MOUSE
PI51A_MOUSE	COMP_MOUSE
ALBU_MOUSE	COMP_MOUSE
MMP17_MOUSE	COMP_MOUSE
MAPK5_MOUSE	COMP_MOUSE
OLR1_MOUSE	COMP_MOUSE
RHPN2_MOUSE	COMP_MOUSE
MVP_MOUSE	COMP_MOUSE
PKHB1_MOUSE	COMP_MOUSE
VEGFD_MOUSE	COMP_MOUSE
NIPBL_MOUSE	SCC4_MOUSE
ARP2_MOUSE	AT131_MOUSE
EMC4_MOUSE	AT131_MOUSE
ARC1A_MOUSE	AT131_MOUSE
RAF1_MOUSE	INT10_MOUSE
TBCB_MOUSE	DCTN1_MOUSE
DAZL_MOUSE	DCTN1_MOUSE
PGAM1_MOUSE	DCTN1_MOUSE
KIF11_MOUSE	DCTN1_MOUSE
MP2K3_MOUSE	DCTN1_MOUSE
CE290_MOUSE	DCTN1_MOUSE
NFH_MOUSE	DCTN1_MOUSE
MP2K6_MOUSE	DCTN1_MOUSE
SC23A_MOUSE	DCTN1_MOUSE
SODC_MOUSE	DCTN1_MOUSE
JIP3_MOUSE	DCTN1_MOUSE
BBS4_MOUSE	DCTN1_MOUSE
MARE1_MOUSE	DCTN1_MOUSE
PLAP_MOUSE	DCTN1_MOUSE
DCX_MOUSE	DCTN1_MOUSE
ACVL1_MOUSE	CADH5_MOUSE
CTNB1_MOUSE	CADH5_MOUSE
PTPRB_MOUSE	CADH5_MOUSE
P2RX6_MOUSE	CADH5_MOUSE
EPAS1_MOUSE	CADH5_MOUSE
PARD3_MOUSE	CADH5_MOUSE
PKP4_MOUSE	CADH5_MOUSE
BTK_MOUSE	CKLF3_MOUSE
UBA1_MOUSE	ULA1_MOUSE
UBC12_MOUSE	ULA1_MOUSE
NEDD8_MOUSE	ULA1_MOUSE
A4_MOUSE	ULA1_MOUSE
7B2_MOUSE	ULA1_MOUSE
ASPP2_MOUSE	ULA1_MOUSE
CUL1_MOUSE	ULA1_MOUSE
UBA3_MOUSE	ULA1_MOUSE
ATG7_MOUSE	ULA1_MOUSE
PLCC_MOUSE	MIP18_MOUSE
NARFL_MOUSE	MIP18_MOUSE
CIAO1_MOUSE	MIP18_MOUSE
PRLD1_MOUSE	MIP18_MOUSE
MMS19_MOUSE	MIP18_MOUSE
CSN5_MOUSE	MIP18_MOUSE
MLF2_MOUSE	MIP18_MOUSE
CAH4_MOUSE	CAH7_MOUSE
CAH11_MOUSE	CAH7_MOUSE
CAH2_MOUSE	CAH7_MOUSE
TBX2_MOUSE	PEBB_MOUSE
AXIN2_MOUSE	PEBB_MOUSE
LHX2_MOUSE	PEBB_MOUSE
PDGFB_MOUSE	PEBB_MOUSE
CO1A1_MOUSE	PEBB_MOUSE
TULP3_MOUSE	PEBB_MOUSE
JAG2_MOUSE	PEBB_MOUSE
ALX3_MOUSE	PEBB_MOUSE
ARNT_MOUSE	PEBB_MOUSE
GATA3_MOUSE	PEBB_MOUSE
SDC4_MOUSE	PEBB_MOUSE
PCGF2_MOUSE	PEBB_MOUSE
RA51D_MOUSE	PEBB_MOUSE
DDIT4_MOUSE	PEBB_MOUSE
FRS2_MOUSE	PEBB_MOUSE
IRAK3_MOUSE	PEBB_MOUSE
LECT1_MOUSE	PEBB_MOUSE
RCAN1_MOUSE	PEBB_MOUSE
IKBE_MOUSE	PEBB_MOUSE
DC2L1_MOUSE	PEBB_MOUSE
MIB1_MOUSE	PEBB_MOUSE
TCOF_MOUSE	PEBB_MOUSE
SYVN1_MOUSE	PEBB_MOUSE
PPIP2_MOUSE	PEBB_MOUSE
BMI1_MOUSE	PEBB_MOUSE
SCG1_MOUSE	PEBB_MOUSE
PPID_MOUSE	PEBB_MOUSE
SHOX2_MOUSE	PEBB_MOUSE
BCL10_MOUSE	PEBB_MOUSE
DLX6_MOUSE	PEBB_MOUSE
DLX5_MOUSE	PEBB_MOUSE
CASP2_MOUSE	PEBB_MOUSE
MOGS_MOUSE	PEBB_MOUSE
SC6A6_MOUSE	PEBB_MOUSE
ELF4_MOUSE	PEBB_MOUSE
LAMP1_MOUSE	PEBB_MOUSE
IKKB_MOUSE	PEBB_MOUSE
SFRP1_MOUSE	PEBB_MOUSE
RIPK1_MOUSE	TRADD_MOUSE
TR10B_MOUSE	TRADD_MOUSE
K1C18_MOUSE	TRADD_MOUSE
TNR21_MOUSE	TRADD_MOUSE
TNFA_MOUSE	TRADD_MOUSE
RIFK_MOUSE	TRADD_MOUSE
CASP8_MOUSE	TRADD_MOUSE
OPTN_MOUSE	TRADD_MOUSE
TRAF1_MOUSE	TRADD_MOUSE
DAB2P_MOUSE	TRADD_MOUSE
TNR1A_MOUSE	TRADD_MOUSE
FADD_MOUSE	TRADD_MOUSE
ACOT8_MOUSE	CP070_MOUSE
ATX3_MOUSE	CP070_MOUSE
KIF17_MOUSE	CP070_MOUSE
CSKP_MOUSE	CP070_MOUSE
ARAF_MOUSE	DHI2_MOUSE
SAP_MOUSE	DHI2_MOUSE
CORIN_MOUSE	DHI2_MOUSE
MRVI1_MOUSE	DHI2_MOUSE
ACE2_MOUSE	DHI2_MOUSE
NEK8_MOUSE	DHI2_MOUSE
PTGIS_MOUSE	DHI2_MOUSE
SRSF1_MOUSE	DHI2_MOUSE
NHRF1_MOUSE	DHI2_MOUSE
S6A18_MOUSE	DHI2_MOUSE
AQP2_MOUSE	DHI2_MOUSE
AQP4_MOUSE	DHI2_MOUSE
ARLY_MOUSE	DHI2_MOUSE
PODXL_MOUSE	DHI2_MOUSE
COJA1_MOUSE	DHI2_MOUSE
DESM_MOUSE	DHI2_MOUSE
PODO_MOUSE	DHI2_MOUSE
ANT3_MOUSE	DHI2_MOUSE
MK_MOUSE	DHI2_MOUSE
SNTA1_MOUSE	DHI2_MOUSE
MYOZ2_MOUSE	DHI2_MOUSE
AQP3_MOUSE	DHI2_MOUSE
AAPK2_MOUSE	DHI2_MOUSE
HGFA_MOUSE	DHI2_MOUSE
UBP18_MOUSE	DHI2_MOUSE
CSRP3_MOUSE	DHI2_MOUSE
MEF2A_MOUSE	DHI2_MOUSE
FAAA_MOUSE	DHI2_MOUSE
BCAT2_MOUSE	DHI2_MOUSE
IRAK1_MOUSE	DHI2_MOUSE
ANGP2_MOUSE	DHI2_MOUSE
S12A3_MOUSE	DHI2_MOUSE
P85B_MOUSE	DHI2_MOUSE
PSA2_MOUSE	PSB10_MOUSE
PSB6_MOUSE	PSB10_MOUSE
IRF1_MOUSE	PSB10_MOUSE
KIF3C_MOUSE	PSB10_MOUSE
PSA6_MOUSE	PSB10_MOUSE
PSB5_MOUSE	PSB10_MOUSE
PSME1_MOUSE	PSB10_MOUSE
PSB8_MOUSE	PSB10_MOUSE
TAP2_MOUSE	PSB10_MOUSE
PSB7_MOUSE	PSB10_MOUSE
GBP2_MOUSE	PSB10_MOUSE
PTN_MOUSE	PSB10_MOUSE
DPEP1_MOUSE	DPEP3_MOUSE
DUS3L_MOUSE	DUS2L_MOUSE
DUS4L_MOUSE	DUS2L_MOUSE
DUS1L_MOUSE	DUS2L_MOUSE
SYEP_MOUSE	DUS2L_MOUSE
PDGFB_MOUSE	PAG15_MOUSE
TIMP1_MOUSE	PAG15_MOUSE
IMDH1_MOUSE	PAG15_MOUSE
CERU_MOUSE	PAG15_MOUSE
CD33_MOUSE	PAG15_MOUSE
SH2B2_MOUSE	PAG15_MOUSE
PERM_MOUSE	PAG15_MOUSE
GATA3_MOUSE	PAG15_MOUSE
PP2BB_MOUSE	PAG15_MOUSE
CLUS_MOUSE	PAG15_MOUSE
HYES_MOUSE	PAG15_MOUSE
STMN4_MOUSE	PAG15_MOUSE
ADIPO_MOUSE	PAG15_MOUSE
NRAM2_MOUSE	PAG15_MOUSE
MRP1_MOUSE	PAG15_MOUSE
LCAP_MOUSE	PAG15_MOUSE
CAN1_MOUSE	PAG15_MOUSE
MSRE_MOUSE	PAG15_MOUSE
LOX5_MOUSE	PAG15_MOUSE
CASP8_MOUSE	PAG15_MOUSE
F135A_MOUSE	PAG15_MOUSE
RM44_MOUSE	PAG15_MOUSE
STEA3_MOUSE	PAG15_MOUSE
TNFL4_MOUSE	PAG15_MOUSE
IL1RA_MOUSE	PAG15_MOUSE
P2RY1_MOUSE	PAG15_MOUSE
ADHX_MOUSE	PAG15_MOUSE
FABPH_MOUSE	PAG15_MOUSE
MDR1B_MOUSE	PAG15_MOUSE
RER1_MOUSE	PAG15_MOUSE
CD38_MOUSE	PAG15_MOUSE
TEC_MOUSE	PAG15_MOUSE
PLF4_MOUSE	PAG15_MOUSE
TFR2_MOUSE	PAG15_MOUSE
THAS_MOUSE	PAG15_MOUSE
VASP_MOUSE	PAG15_MOUSE
MFGM_MOUSE	PAG15_MOUSE
NUCB2_MOUSE	PAG15_MOUSE
KIF22_MOUSE	PAG15_MOUSE
HEPH_MOUSE	PAG15_MOUSE
BTK_MOUSE	PAG15_MOUSE
GAS6_MOUSE	PAG15_MOUSE
ANGP2_MOUSE	PAG15_MOUSE
SFRP1_MOUSE	PAG15_MOUSE
IL15_MOUSE	PAG15_MOUSE
CTR3_MOUSE	YLAT2_MOUSE
HXA10_MOUSE	NSMA2_MOUSE
HXC6_MOUSE	NSMA2_MOUSE
HXD13_MOUSE	NSMA2_MOUSE
DLL3_MOUSE	NSMA2_MOUSE
CP27B_MOUSE	NSMA2_MOUSE
LNP_MOUSE	NSMA2_MOUSE
CSF1_MOUSE	NSMA2_MOUSE
MMP9_MOUSE	NSMA2_MOUSE
GDF9_MOUSE	NSMA2_MOUSE
TBX3_MOUSE	NSMA2_MOUSE
ITB3_MOUSE	NSMA2_MOUSE
HXB9_MOUSE	NSMA2_MOUSE
SC6A3_MOUSE	NSMA2_MOUSE
OCLN_MOUSE	NSMA2_MOUSE
NKX31_MOUSE	NSMA2_MOUSE
VDR_MOUSE	NSMA2_MOUSE
SMCA2_MOUSE	NSMA2_MOUSE
PTSS2_MOUSE	NSMA2_MOUSE
FSHB_MOUSE	NSMA2_MOUSE
TSP3_MOUSE	NSMA2_MOUSE
GLHA_MOUSE	NSMA2_MOUSE
DNJA1_MOUSE	NSMA2_MOUSE
ANPRB_MOUSE	NSMA2_MOUSE
NOS3_MOUSE	NSMA2_MOUSE
WNT7A_MOUSE	NSMA2_MOUSE
EED_MOUSE	NSMA2_MOUSE
HAS1_MOUSE	HAS3_MOUSE
HAS2_MOUSE	HAS3_MOUSE
CHM1A_MOUSE	VPS4A_MOUSE
VPS4B_MOUSE	VPS4A_MOUSE
NBR1_MOUSE	VPS4A_MOUSE
SPAST_MOUSE	VPS4A_MOUSE
NPC1_MOUSE	VPS4A_MOUSE
CHM4C_MOUSE	VPS4A_MOUSE
EXOC7_MOUSE	COG8_MOUSE
VPS51_MOUSE	COG8_MOUSE
SSF1_MOUSE	NIP7_MOUSE
NOL8_MOUSE	NIP7_MOUSE
RPF1_MOUSE	NIP7_MOUSE
MAK16_MOUSE	NIP7_MOUSE
NTCP7_MOUSE	NIP7_MOUSE
EFNB3_MOUSE	MTMR2_MOUSE
PHB2_MOUSE	MTMR2_MOUSE
ATS4_MOUSE	MTMR2_MOUSE
WNT3A_MOUSE	MTMR2_MOUSE
SURF1_MOUSE	MTMR2_MOUSE
TRAF4_MOUSE	MTMR2_MOUSE
SEM6A_MOUSE	MTMR2_MOUSE
NMDE3_MOUSE	MTMR2_MOUSE
NR1D1_MOUSE	MTMR2_MOUSE
GOGA5_MOUSE	MTMR2_MOUSE
NUMB_MOUSE	MTMR2_MOUSE
FOS_MOUSE	MTMR2_MOUSE
SC6A3_MOUSE	MTMR2_MOUSE
OCLN_MOUSE	MTMR2_MOUSE
NFL_MOUSE	MTMR2_MOUSE
MEP1B_MOUSE	MTMR2_MOUSE
SMC3_MOUSE	MTMR2_MOUSE
GLI1_MOUSE	MTMR2_MOUSE
MKKS_MOUSE	MTMR2_MOUSE
SNTA1_MOUSE	MTMR2_MOUSE
BRE1A_MOUSE	MTMR2_MOUSE
LRP8_MOUSE	MTMR2_MOUSE
TPPC3_MOUSE	MTMR2_MOUSE
CDC7_MOUSE	MTMR2_MOUSE
ABCD1_MOUSE	MTMR2_MOUSE
TMED4_MOUSE	TMED6_MOUSE
TMD11_MOUSE	TMED6_MOUSE
TMEDA_MOUSE	TMED6_MOUSE
TMED2_MOUSE	TMED6_MOUSE
MX2_MOUSE	TERF2_MOUSE
TERF1_MOUSE	TERF2_MOUSE
XRCC5_MOUSE	TERF2_MOUSE
DCR1B_MOUSE	TERF2_MOUSE
BLM_MOUSE	TERF2_MOUSE
WRN_MOUSE	TERF2_MOUSE
UIMC1_MOUSE	CEP57_MOUSE
PGRC1_MOUSE	CYB5B_MOUSE
CYB5_MOUSE	CYB5B_MOUSE
PPC1B_MOUSE	CYB5B_MOUSE
CCM2_MOUSE	MRE11_MOUSE
GMCL1_MOUSE	MRE11_MOUSE
CRNL1_MOUSE	MRE11_MOUSE
IPO4_MOUSE	MRE11_MOUSE
BMP8B_MOUSE	MRE11_MOUSE
PP1G_MOUSE	MRE11_MOUSE
MSH5_MOUSE	MRE11_MOUSE
ADT2_MOUSE	MRE11_MOUSE
HSF2_MOUSE	MRE11_MOUSE
UBE2B_MOUSE	MRE11_MOUSE
LIMK2_MOUSE	MRE11_MOUSE
SDC1_MOUSE	MRE11_MOUSE
RECQ5_MOUSE	MRE11_MOUSE
MAD3_MOUSE	MRE11_MOUSE
DDX4_MOUSE	MRE11_MOUSE
AJUBA_MOUSE	MRE11_MOUSE
PABP2_MOUSE	MRE11_MOUSE
DMC1_MOUSE	MRE11_MOUSE
BCL6_MOUSE	MRE11_MOUSE
MORC1_MOUSE	MRE11_MOUSE
PRKDC_MOUSE	MRE11_MOUSE
AKIR1_MOUSE	MRE11_MOUSE
SYT7_MOUSE	MRE11_MOUSE
MUS81_MOUSE	MRE11_MOUSE
PDCD4_MOUSE	MRE11_MOUSE
RRP5_MOUSE	MRE11_MOUSE
FBW1A_MOUSE	MRE11_MOUSE
CASP1_MOUSE	MRE11_MOUSE
INPP_MOUSE	MRE11_MOUSE
DCR1C_MOUSE	MRE11_MOUSE
CATA_MOUSE	MRE11_MOUSE
CCNA1_MOUSE	MRE11_MOUSE
NBN_MOUSE	MRE11_MOUSE
AKIR2_MOUSE	MRE11_MOUSE
PP1R8_MOUSE	MRE11_MOUSE
DFFA_MOUSE	MRE11_MOUSE
PIWL1_MOUSE	MRE11_MOUSE
ALDH2_MOUSE	MRE11_MOUSE
CASP2_MOUSE	MRE11_MOUSE
SC6A6_MOUSE	MRE11_MOUSE
NEK1_MOUSE	MRE11_MOUSE
TERF2_MOUSE	MRE11_MOUSE
SCNNG_MOUSE	WWP2_MOUSE
DVL3_MOUSE	WWP2_MOUSE
ATN1_MOUSE	WWP2_MOUSE
DVL2_MOUSE	WWP2_MOUSE
GSC_MOUSE	WWP2_MOUSE
NFIP1_MOUSE	WWP2_MOUSE
SF01_MOUSE	WWP2_MOUSE
SCAM3_MOUSE	WWP2_MOUSE
WBP1_MOUSE	WWP2_MOUSE
SCNNB_MOUSE	WWP2_MOUSE
FOLR1_MOUSE	FOLR4_MOUSE
PANX3_MOUSE	PANX1_MOUSE
P2RX7_MOUSE	PANX1_MOUSE
MED16_MOUSE	MED17_MOUSE
MED22_MOUSE	MED17_MOUSE
ESR1_MOUSE	MED17_MOUSE
TF65_MOUSE	MED17_MOUSE
MED19_MOUSE	MED17_MOUSE
RT31_MOUSE	MED17_MOUSE
CERU_MOUSE	HPHL1_MOUSE
FA8_MOUSE	HPHL1_MOUSE
HEPH_MOUSE	HPHL1_MOUSE
ENTP5_MOUSE	CK054_MOUSE
PCH2_MOUSE	CK054_MOUSE
DHRS4_MOUSE	CK054_MOUSE
CMBL_MOUSE	CK054_MOUSE
CYB5B_MOUSE	CK054_MOUSE
SSF1_MOUSE	TAF1D_MOUSE
TBP_MOUSE	TAF1D_MOUSE
RPA43_MOUSE	TAF1D_MOUSE
RPA2_MOUSE	TAF1D_MOUSE
DPOLB_MOUSE	TAF1D_MOUSE
TAF1C_MOUSE	TAF1D_MOUSE
SYNM_MOUSE	SYK_MOUSE
LIS1_MOUSE	SYK_MOUSE
FRS3_MOUSE	SYK_MOUSE
SYNC_MOUSE	SYK_MOUSE
SYDC_MOUSE	SYK_MOUSE
SYDM_MOUSE	SYK_MOUSE
AIMP2_MOUSE	SYK_MOUSE
TNR1A_MOUSE	SYK_MOUSE
GLE1_MOUSE	ADAT1_MOUSE
RED1_MOUSE	ADAT1_MOUSE
ADAD1_MOUSE	ADAT1_MOUSE
DSRAD_MOUSE	ADAT1_MOUSE
GP108_MOUSE	GBRL2_MOUSE
B2L13_MOUSE	GBRL2_MOUSE
MLRV_MOUSE	GBRL2_MOUSE
SQSTM_MOUSE	GBRL2_MOUSE
NBR1_MOUSE	GBRL2_MOUSE
GBRAP_MOUSE	GBRL2_MOUSE
EGFR_MOUSE	GBRL2_MOUSE
VDR_MOUSE	GBRL2_MOUSE
TBCD5_MOUSE	GBRL2_MOUSE
ATG4B_MOUSE	GBRL2_MOUSE
MLP3A_MOUSE	GBRL2_MOUSE
GBRL1_MOUSE	GBRL2_MOUSE
ATG7_MOUSE	GBRL2_MOUSE
MLP3B_MOUSE	GBRL2_MOUSE
B9D1_MOUSE	TM231_MOUSE
